model_name,mean_test_accuracy,std_test_accuracy,mean_runtime,std_runtime
CAETreeLSTMClassifier,0.47028657616892905,0.011123616330312103,832.5411066214243,14.32314394543107
TreeLSTMClassifier,0.47526395173454,0.006340226110703966,779.7199919223785,13.212940984806611
