model_name,mean_test_accuracy,std_test_accuracy,mean_runtime,std_runtime
BOW,0.27888386123680237,0.0010449778627866493,9.829231262207031,0.10976567521674223
CBOW,0.3129713423831071,0.009505852945151601,75.47002935409546,0.7193696997313589
DeepCBOW,0.42262443438914027,0.005985862694716287,81.96826203664143,3.0762429362098493
LSTMClassifier,0.46093514328808444,0.013875500008575405,230.9634027481079,5.202260687882821
TreeLSTMClassifier,0.4675716440422322,0.004105779061482988,720.1555778980255,16.361611161602983
