model_name,mean_test_accuracy,std_test_accuracy,mean_runtime,std_runtime
SubTreeTreeLSTMClassifier,0.480392156862745,0.006593512215503564,405.7414168516795,29.141178835985194
TreeLSTMClassifier,0.4675716440422322,0.011539200875375685,778.204691807429,13.153158682221457
